	name	skills
1020	Jerry Wells	"[""compile course material"", ""advertise travel insurance"", ""assist students with equipment"", ""homeopathy"", ""pharmacology"", ""learning difficulties"", ""assist students with equipment"", ""write work-related reports"", ""demonstrate functionality of toys and games"", ""provide technical expertise"", ""physics"", ""plan rig work schedules"", ""provide technical expertise"", ""university procedures"", ""supervise educational staff""]"
1021	Diane Hammer	"[""manage resources for educational purposes"", ""use modern electronic navigational aids"", ""read maps"", ""forensic physics"", ""read dance scores"", ""use rigging tools"", ""assist students in their learning"", ""team building"", ""apply teaching strategies"", ""apply risk management in sports"", ""plan sports instruction programme"", ""apply risk management in sports"", ""observe student's progress"", ""rope lashing"", ""animal biology""]"
1022	Bryan Allen	"[""education administration"", ""accounting"", ""handle mail"", ""accounting"", ""office software"", ""manage school budget"", ""customer service"", ""office software"", ""maintain internal communication systems"", ""evaluate coffee characteristics"", ""financial management"", ""kindergarten school procedures"", ""supervise loading of cargo"", ""perform scrambling operations"", ""handle financial transactions""]"
1023	Denise Craft	"[""court interpreting"", ""communicate mine equipment information"", ""compile legal documents"", ""grammar"", ""maintain mould parts"", ""interpret law"", ""linguistics"", ""read pre-drafted texts"", ""study court hearings"", ""speak different languages"", ""follow translation quality standards"", ""handle scenic elements during rehearsal"", ""technical terminology"", ""draft legislation"", ""legal terminology""]"
1024	Daisy Cunningham	"[""assess the development of youth"", ""assist students with equipment"", ""write Icelandic"", ""children's physical development"", ""understand written Basque"", ""facilitate teamwork between students"", ""cast cell covers"", ""kindergarten school procedures"", ""curriculum objectives"", ""adapt teaching to student's capabilities"", ""learning difficulties"", ""provide lesson materials"", ""kindergarten school procedures"", ""guarantee students' safety"", ""apply intercultural teaching strategies""]"
1025	Luci Valdez	"[""variety of botanicals"", ""biology"", ""manage operational budgets"", ""supervise daily information operations"", ""ecology"", ""establish daily priorities"", ""collect biological data"", ""manage recreational facility"", ""gemstone grading systems"", ""ecology"", ""establish daily priorities"", ""supervise daily information operations"", ""ensure flights run to schedule"", ""design weft knitted fabrics"", ""manage budgets""]"
1026	Adam May	"[""work safely with chemicals"", ""maintain work area cleanliness"", ""dispose soot from the sweeping process"", ""listen actively"", ""monitor stock level"", ""dye hair"", ""perform virological test"", ""give massages"", ""listen actively"", ""wash hair"", ""identify customer's needs"", ""maintain work area cleanliness"", ""nutrition"", ""use equipment for hair care"", ""provide directions to guests""]"
1027	Emerson Nathan	"[""identify customer's needs"", ""tend spinning machines"", ""perform multiple tasks at the same time"", ""test raw minerals"", ""handle rental overdues"", ""process data"", ""record customers' personal data"", ""identify customer's needs"", ""have computer literacy"", ""provide customers with price information"", ""perform multiple tasks at the same time"", ""process data"", ""review completed contracts"", ""office equipment"", ""advertise travel insurance""]"
1028	Debora Condren	"[""set management priorities in pipeline networks"", ""ensure regulatory compliance in pipeline infrastructures"", ""engineering principles"", ""analyse route possibilities in pipeline projects"", ""analyse various types of water"", ""analyse route possibilities in pipeline projects"", ""mitigate environmental impact of pipeline projects"", ""ensure proper document management"", ""support vessel manoeuvres"", ""analyse various types of water"", ""ski"", ""pipeline transport regulations;"", ""monitor work site"", ""develop contingency plans for emergencies"", ""perform follow-up on pipeline route services""]"
1029	Austin Palafox	"[""newsletter analysis"", ""transpose designs to engravings"", ""inspect stone surface"", ""inspect quality of products"", ""supply machine"", ""troubleshoot"", ""identify customer's needs"", ""sketch designs on workpieces"", ""approve advertising campaign"", ""perform test run"", ""types of engraving stone"", ""perform electrical geophysical measurements"", ""types of engraving stone"", ""remove processed workpiece"", ""post-process stone workpiece""]"
1030	Patricia Thompson	"[""types of maritime vessels"", ""secure ships using rope"", ""adjust fermentation processes"", ""prepare lifeboats"", ""remove processed workpiece"", ""anchor ships to the port"", ""coordinate environmental efforts"", ""use maritime English"", ""anchors used in maritime water transport"", ""deal with challenging work conditions"", ""use maritime English"", ""pilot vessel into ports"", ""anchor ships to the port"", ""act reliably"", ""follow verbal instructions""]"
1031	Ruth Weinstein	"[""integrate strategic foundation in daily performance"", ""product comprehension"", ""prevent shoplifting"", ""sell optical products"", ""evaluate clinical psychological measures"", ""stock shelves"", ""order optical supplies"", ""provide customer follow-up services"", ""carry out order intake"", ""process refunds"", ""plan aftersales arrangements"", ""order optical supplies"", ""sell optical products"", ""design job analysis tools"", ""organise storage facilities""]"
1032	Tracy Gregory	"[""advise on legislative acts"", ""scientific research methodology"", ""implement airside vehicle control provisions"", ""strategic planning"", ""government policy implementation"", ""liaise with local authorities"", ""inspect government expenditures"", ""advise on public finance"", ""organisational policies"", ""present reports"", ""restock toilet facilities' supplies"", ""maintain relationships with government agencies"", ""ensure maintenance of trains"", ""economics"", ""monitor company policy""]"
1033	Kimberly Johnson	"[""calculate production costs"", ""spray test panel"", ""check quality of products in textile production line"", ""monitor production costs"", ""understand budgetary limits"", ""read scripts"", ""supervise work"", ""protect plants during pest control"", ""manage accounts"", ""consult with producer"", ""calculate production costs"", ""consult with producer"", ""accounting techniques"", ""manage accounts"", ""work with video and motion picture production team""]"
1034	Amber Morgan	"[""perform services in a flexible manner"", ""perform services in a flexible manner"", ""work in a logistics team"", ""treat nails"", ""set import export strategies"", ""set import export strategies"", ""instructions of aerodrome operations"", ""use different communication channels"", ""foster relationships with various types of carrier"", ""foster relationships with various types of carrier"", ""cool materials"", ""manage carriers"", ""liaise between the client and various transportation services"", ""respond to requests for logistics services from all over the world"", ""perform services in a flexible manner""]"
